"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID_T1","Treatment_ID_T2","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","Plasticity_Mechanism","Developmental_Exposure_Time_Category","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T1_fluctuation","T2_constant","T2_fluctuation","High","Fluctuation_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Number_Of_Fluctuations","Acclimation_Life-History_Stage","Acclimation_Life-History_Stage_Category","Trait_Category","Measurement","Trait_Unit","Sex","Performance_Curve","Complex_Design","Species_Overlap","Animal_Overlap_T1_Constant","Animal_Overlap_T1_Fluctuation","Animal_Overlap_Trait_T1","Animal_Overlap_T2_Constant","Animal_Overlap_T2_Fluctuation","Animal_Overlap_Trait_T2","Animal_Code","Shared_Animal_Number","Shared_Control_T1","Shared_Control_T2","Shared_Control_Code","Shared_Control_Number","n_T1_C","Mean_T1_C","SD_Final_T1_C","n_T1_F","Mean_T1_F","SD_Final_T1_F","n_T2_C","Mean_T2_C","SD_Final_T2_C","n_T2_F","Mean_T2_F","SD_Final_T2_F","Percentage_Transformation_T1","Proportion_Transformation_T1","In_Transformation_T1","Percentage_Transformation_T2","Proportion_Transformation_T2","In_Transformation_T2","Mean_Transformed_T1_C","SD_Final_Transformed_T1_C","Mean_Transformed_T1_F","SD_Final_Transformed_T1_F","Mean_Transformed_T2_C","SD_Final_Transformed_T2_C","Mean_Transformed_T2_F","SD_Final_Transformed_T2_F","Mean_T1_C_Add","SD_Final_T1_C_Add","Mean_T1_F_Add","SD_Final_T1_F_Add","Mean_T2_C_Add","SD_Final_T2_C_Add","Mean_T2_F_Add","SD_Final_T2_F_Add","InRR_Transformed","v_InRR","InRR_Untransformed","v_InRR_Untransformed","Year_Z","Precision"
59,48,2,1,3,3,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","Catalase Activity","In units","Both","No","Yes","B","A","B","A","D","E","A","48:B:A:B:D:E:A:A",19,"A","B","48:B:A:B:3",47,19,4.86204081632653,0.192147382000975,20,4.79102040816326,0.197139054342841,20,4.94530612244898,0.186186884657126,20,4.87673469387755,0.186186884657126,"No","No","Yes","No","No","Yes",132.196643771283,26.0405424614968,123.287143000267,24.94324231447,143.47058366436,27.3516150817772,133.995460282385,25.5720716303605,5.36204081632653,0.692147382000975,5.29102040816326,0.697139054342841,5.44530612244898,0.686186884657126,5.37673469387755,0.686186884657126,0.00036257689152485,0.2577271491764,0.000165202730121698,0.253353331043524,0.82555720080629,-0.486112840457155
60,48,1,1,3,3,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","Catalase Activity","In units","Both","No","Yes","A","A","B","A","D","E","A","48:A:A:B:D:E:A:A",20,"A","B","48:A:A:B:3",48,20,4.83020408163265,0.197139054342837,20,4.85714285714286,0.197139054342837,20,4.93795918367347,0.18618688465713,20,4.90367346938775,0.186186884657126,"No","No","Yes","No","No","Yes",128.193898891032,25.9200304397186,131.680568620733,26.6141219462977,142.424036705192,27.1550608299007,137.640541092518,26.2566621548382,5.33020408163265,0.697139054342837,5.35714285714286,0.697139054342837,5.43795918367347,0.68618688465713,5.40367346938775,0.686186884657126,-0.0152495930007994,0.257723712770044,-0.00284152581549363,0.253304421173867,0.82555720080629,-0.486098238780497
61,48,2,2,4,3,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","Catalase Activity","In units","Both","No","Yes","B","A","C","A","D","F","A","48:B:A:C:D:F:A:A",21,"A","B","48:B:A:B:3",47,19,4.86204081632653,0.192147382000975,19,4.86448979591837,0.192147382000979,20,4.94530612244898,0.186186884657126,20,4.80081632653061,0.186186884657126,"No","No","Yes","No","No","Yes",132.196643771283,26.0405424614968,132.519561412157,26.1031673810256,143.47058366436,27.3516150817772,124.235856565799,23.739099310938,5.36204081632653,0.692147382000975,5.36448979591837,0.692147382000979,5.44530612244898,0.686186884657126,5.30081632653061,0.686186884657126,-0.0365969806253751,0.25772714172215,-0.00683744102030431,0.253384970889598,0.82555720080629,-0.486112808783632
62,48,1,2,4,3,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","Catalase Activity","In units","Both","No","Yes","A","A","C","A","D","F","A","48:A:A:C:D:F:A:A",22,"A","B","48:A:A:B:3",48,20,4.83020408163265,0.197139054342837,20,4.90857142857143,0.197139054342837,20,4.93795918367347,0.18618688465713,20,4.90122448979592,0.186186884657126,"No","No","Yes","No","No","Yes",128.193898891032,25.9200304397186,138.603490042361,27.9922682383124,142.424036705192,27.1550608299007,137.30509762093,26.1936617896587,5.33020408163265,0.697139054342837,5.40857142857143,0.697139054342837,5.43795918367347,0.68618688465713,5.40122448979592,0.686186884657126,-0.0286691641110145,0.257720781355552,-0.00534340630784805,0.253289126499831,0.82555720080629,-0.486085782563235
63,48,2,1,3,4,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","SOD Activity","units/mg","Both","No","Yes","B","A","B","A","D","E","A","48:B:A:B:D:E:A:A",19,"A","B","48:B:A:B:4",49,30,104.778597785978,17.9475140614239,28,100.70479704797,18.2761861782764,30,100.793357933579,17.4624461138179,30,104.867158671587,17.9475140614239,"No","No","No","No","No","No",105.278597785978,18.4475140614239,101.20479704797,18.7761861782764,101.293357933579,17.9624461138179,105.367158671587,18.4475140614239,105.278597785978,18.4475140614239,101.20479704797,18.7761861782764,101.293357933579,17.9624461138179,105.367158671587,18.4475140614239,0.0197235375914357,0.25432271549236,0.0197235375914357,0.25432271549236,0.82555720080629,-0.471453571281204
64,48,1,1,3,4,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","SOD Activity","units/mg","Both","No","Yes","A","A","B","A","D","E","A","48:A:A:B:D:E:A:A",20,"A","B","48:A:A:B:4",50,30,105.664206642066,17.9475140614239,29,103.361623616236,18.1227686498401,29,101.147601476015,18.1227686498401,30,104.955719557196,17.9475140614239,"No","No","No","No","No","No",106.164206642066,18.4475140614239,103.861623616236,18.6227686498401,101.647601476015,18.6227686498401,105.455719557196,18.4475140614239,106.164206642066,18.4475140614239,103.861623616236,18.6227686498401,101.647601476015,18.6227686498401,105.455719557196,18.4475140614239,0.0146766861950505,0.254292544569439,0.0146766861950505,0.254292544569439,0.82555720080629,-0.471321902571926
65,48,2,2,4,4,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","SOD Activity","units/mg","Both","No","Yes","B","A","C","A","D","F","A","48:B:A:C:D:F:A:A",21,"A","B","48:B:A:B:4",49,30,104.778597785978,17.9475140614239,30,105.132841328413,17.9475140614239,30,100.793357933579,17.4624461138179,30,105.132841328413,17.9475140614239,"No","No","No","No","No","No",105.278597785978,18.4475140614239,105.632841328413,18.4475140614239,101.293357933579,17.9624461138179,105.632841328413,18.4475140614239,105.278597785978,18.4475140614239,105.632841328413,18.4475140614239,101.293357933579,17.9624461138179,105.632841328413,18.4475140614239,0.00964732693944867,0.254104906736343,0.00964732693944867,0.254104906736343,0.82555720080629,-0.470502331742044
66,48,1,2,4,4,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","SOD Activity","units/mg","Both","No","Yes","A","A","C","A","D","F","A","48:A:A:C:D:F:A:A",22,"A","B","48:A:A:B:4",50,30,105.664206642066,17.9475140614239,30,97.1623616236162,17.9475140614239,29,101.147601476015,18.1227686498401,30,113.10332103321,17.9475140614239,"No","No","No","No","No","No",106.164206642066,18.4475140614239,97.6623616236162,18.4475140614239,101.647601476015,18.6227686498401,113.60332103321,18.4475140614239,106.164206642066,18.4475140614239,97.6623616236162,18.4475140614239,101.647601476015,18.6227686498401,113.60332103321,18.4475140614239,0.0486678926773441,0.254232188031378,0.0486678926773441,0.254232188031378,0.82555720080629,-0.471058407242657
67,48,2,1,3,5,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","MDA Levels","InuM/ug","Both","No","Yes","B","A","B","A","D","E","A","48:B:A:B:D:E:A:A",19,"A","B","48:B:A:B:5",51,20,0.694890510948905,0.705095887795555,20,0.559124087591241,0.685509890912344,20,0.405839416058394,0.685509890912344,20,0.554744525547445,0.705095887795555,"No","No","Yes","No","No","Yes",3.06888156749932,2.56159090565253,2.71241790662342,2.21354915523276,2.39800117892406,1.97002892493298,2.73295234423011,2.29199940700323,1.1948905109489,1.20509588779555,1.05912408759124,1.18550989091234,0.905839416058394,1.18550989091234,1.05474452554745,1.20509588779555,0.0635549131970751,0.387047892103887,0.068201034957218,0.514413780095723,0.82555720080629,-0.852007505281459
68,48,1,1,3,5,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","MDA Levels","InuM/ug","Both","No","Yes","A","A","B","A","D","E","A","48:A:A:B:D:E:A:A",20,"A","B","48:A:A:B:5",52,20,0.432116788321168,0.685509890912345,20,0.778102189781022,0.705095887795554,20,0.585401459854015,0.685509890912344,20,0.716788321167883,0.705095887795553,"No","No","Yes","No","No","Yes",2.44853672527245,2.00916942478849,3.29178812420389,2.74047892288401,2.7713250078959,2.25917354351876,3.1257548763905,2.60723314072783,0.932116788321168,1.18550989091234,1.27810218978102,1.20509588779555,1.08540145985401,1.18550989091234,1.21678832116788,1.20509588779555,-0.0438975155902876,0.386334811854531,-0.0503521349906685,0.484022982269868,0.82555720080629,-0.850661574826064
69,48,2,2,4,5,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","MDA Levels","InuM/ug","Both","No","Yes","B","A","C","A","D","F","A","48:B:A:C:D:F:A:A",21,"A","B","48:B:A:B:5",51,20,0.694890510948905,0.705095887795555,20,0.445255474452555,0.685509890912344,20,0.405839416058394,0.685509890912344,20,0.716788321167883,0.705095887795553,"No","No","Yes","No","No","Yes",3.06888156749932,2.56159090565253,2.47430685986304,2.02912876078272,2.39800117892406,1.97002892493298,3.1257548763905,2.60723314072783,1.1948905109489,1.20509588779555,0.945255474452555,1.18550989091234,0.905839416058394,1.18550989091234,1.21678832116788,1.20509588779555,0.12009828775344,0.38699539245046,0.132365675195921,0.514188640086111,0.82555720080629,-0.851908581958126
70,48,1,2,4,5,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","MDA Levels","InuM/ug","Both","No","Yes","A","A","C","A","D","F","A","48:A:A:C:D:F:A:A",22,"A","B","48:A:A:B:5",52,20,0.432116788321168,0.685509890912345,19,0.856934306569343,0.706332529537248,20,0.585401459854015,0.685509890912344,19,1.14160583941606,0.687242461171375,"No","No","Yes","No","No","Yes",2.44853672527245,2.00916942478849,3.5234154247553,2.931769633058,2.7713250078959,2.25917354351876,4.4659956752257,3.58145854443408,0.932116788321168,1.18550989091234,1.35693430656934,1.20633252953725,1.08540145985401,1.18550989091234,1.64160583941606,1.18724246117137,0.0283066044604029,0.387180852869557,0.00954996845256416,0.459654128304747,0.82555720080629,-0.852257918754288
71,48,2,1,3,6,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","ETS Activity","nmol O2 min-1 mg-1","Both","No","Yes","B","A","B","A","D","E","A","48:B:A:B:D:E:A:A",19,"A","B","48:B:A:B:6",53,20,4.04069264069264,0.294270417818155,20,3.96969696969697,0.294270417818155,20,4.10649350649351,0.294270417818155,20,3.92813852813853,0.294270417818153,"No","No","No","No","No","No",4.54069264069264,0.794270417818155,4.46969696969697,0.794270417818155,4.60649350649351,0.794270417818155,4.42813852813853,0.794270417818153,4.54069264069264,0.794270417818155,4.46969696969697,0.794270417818155,4.60649350649351,0.794270417818155,4.42813852813853,0.794270417818153,-0.00593217271308852,0.256203947420091,-0.00593217271308857,0.256203947420091,0.82555720080629,-0.479602192577256
72,48,1,1,3,6,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",5,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","ETS Activity","nmol O2 min-1 mg-1","Both","No","Yes","A","A","B","A","D","E","A","48:A:A:B:D:E:A:A",20,"A","B","48:A:A:B:6",54,20,4.0978354978355,0.294270417818155,20,4.01125541125541,0.294270417818155,20,4.0961038961039,0.294270417818155,20,4.09264069264069,0.294270417818155,"No","No","No","No","No","No",4.5978354978355,0.794270417818155,4.51125541125541,0.794270417818155,4.5961038961039,0.794270417818155,4.59264069264069,0.794270417818155,4.5978354978355,0.794270417818155,4.51125541125541,0.794270417818155,4.5961038961039,0.794270417818155,4.59264069264069,0.794270417818155,0.00456409494370249,0.256030751965868,0.00456409494370249,0.256030751965868,0.82555720080629,-0.478856995224964
73,48,2,2,4,6,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","ETS Activity","nmol O2 min-1 mg-1","Both","No","Yes","B","A","C","A","D","F","A","48:B:A:C:D:F:A:A",21,"A","B","48:B:A:B:6",53,20,4.04069264069264,0.294270417818155,19,3.96623376623377,0.294367201381969,20,4.10649350649351,0.294270417818155,20,3.88831168831169,0.294270417818153,"No","No","No","No","No","No",4.54069264069264,0.794270417818155,4.46623376623377,0.794367201381969,4.60649350649351,0.794270417818155,4.38831168831169,0.794270417818153,4.54069264069264,0.794270417818155,4.46623376623377,0.794367201381969,4.60649350649351,0.794270417818155,4.38831168831169,0.794270417818153,-0.00799707479952623,0.256319362631594,-0.00799707479952629,0.256319362631594,0.82555720080629,-0.480098223307748
74,48,1,2,4,6,"J. Verheyen","Temperature Variation Makes An Ectotherm More Sensitive To Global Warming Unless Thermal Evolution Occurs",2019,"Journal Of Animal Ecology",5.606,"Metazoa","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura elegans","Terrestrial","Acclimation","NA","NA","13","Days",20,20,24,24,"T2",10,"Stepwise","1","Day","13","Larvae","Larvae","Biochemical Assay","ETS Activity","nmol O2 min-1 mg-1","Both","No","Yes","A","A","C","A","D","F","A","48:A:A:C:D:F:A:A",22,"A","B","48:A:A:B:6",54,20,4.0978354978355,0.294270417818155,20,3.99047619047619,0.286526459454519,20,4.0961038961039,0.294270417818155,20,3.99393939393939,0.286526459454521,"No","No","No","No","No","No",4.5978354978355,0.794270417818155,4.49047619047619,0.786526459454519,4.5961038961039,0.794270417818155,4.49393939393939,0.786526459454521,4.5978354978355,0.794270417818155,4.49047619047619,0.786526459454519,4.5961038961039,0.794270417818155,4.49393939393939,0.786526459454521,0.00028690476734567,0.256050879674415,0.00028690476734567,0.256050879674415,0.82555720080629,-0.47894364924072
75,51,1,2,3,1,"V. Foray","The Impact Of Thermal Fluctuations On Reaction Norms In Specialist And Generalist Parasitic Wasps",2014,"Functional Ecology",6.282,"Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Venturia canescens","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",25,25,30,30,"T2",8,"Stepwise","1","Day","NA","NA","NA","Morphology","Length","mm","Female","No","Yes","A","C","D","A","E","F","A","51:A:C:D:E:F:A:A",23,"B","C","51:A:B:C:1",55,74,1.88061749571184,0.0826295394432918,75,1.86415094339623,0.101011539377944,48,1.78456260720412,0.0950696841204188,50,1.77495711835334,0.0921785855406144,"No","No","No","No","No","No",2.38061749571184,0.582629539443292,2.36415094339623,0.601011539377944,2.28456260720412,0.595069684120419,2.27495711835334,0.592178585540614,2.38061749571184,0.582629539443292,2.36415094339623,0.601011539377944,2.28456260720412,0.595069684120419,2.27495711835334,0.592178585540614,0.000545514790944038,0.204439746428498,0.000545514790944038,0.204439746428498,0.264961023449043,-0.200674825716879
76,62,1,1,4,1,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais urticae","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","A","A","B","A","F","G","A","62:A:A:B:F:G:A:A",24,"A","C","62:A:A:C:1",56,36,58.5,2.16,52,51.33,1.15377640814848,43,18.6,1.04919016388832,55,18.6,0.815781833580523,"No","No","No","No","No","No",59,2.66,51.83,1.65377640814848,19.1,1.54919016388832,19.1,1.31578183358052,59,2.66,51.83,1.65377640814848,19.1,1.54919016388832,19.1,1.31578183358052,0.0129568311704104,0.100315320502875,0.0129568311704104,0.100315320502875,-1.4168275086227,1.23228093889641
77,62,2,1,4,1,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Inachis io","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","B","A","B","A","F","G","A","62:B:A:B:F:G:A:A",25,"A","C","62:B:A:C:1",57,20,66.3,1.25219806739988,34,63.35,1.9825236442474,44,24.59,0.795989949685296,20,26.75,0.804984471899924,"No","No","No","No","No","No",66.8,1.75219806739988,63.85,2.4825236442474,25.09,1.2959899496853,27.25,1.30498447189992,66.8,1.75219806739988,63.85,2.4825236442474,25.09,1.2959899496853,27.25,1.30498447189992,0.0127750658794974,0.100254171733987,0.0127750658794974,0.100254171733987,-1.4168275086227,1.23399699215383
78,62,3,1,4,1,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia c-album","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","C","A","B","A","F","G","A","62:C:A:B:F:G:A:A",26,"A","C","62:C:A:C:1",58,42,57.69,2.26825924444275,42,49.14,0.842496290793022,43,20.51,1.04919016388832,20,21.65,1.0733126291999,"No","No","No","No","No","No",58.19,2.76825924444275,49.64,1.34249629079302,21.01,1.54919016388832,22.15,1.5733126291999,58.19,2.76825924444275,49.64,1.34249629079302,21.01,1.54919016388832,22.15,1.5733126291999,0.0211755539966407,0.100450003277774,0.0211755539966407,0.100450003277774,-1.4168275086227,1.22850862695883
79,62,4,1,4,1,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa atalanta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","D","A","B","A","F","G","A","62:D:A:B:F:G:A:A",27,"A","C","62:D:A:C:1",59,42,59.17,2.7219110933313,41,53.56,1.85690602885553,43,21.98,0.9836157786453,31,23.53,1.44761873433581,"No","No","No","No","No","No",59.67,3.2219110933313,54.06,2.35690602885553,22.48,1.4836157786453,24.03,1.94761873433581,59.67,3.2219110933313,54.06,2.35690602885553,22.48,1.4836157786453,24.03,1.94761873433581,0.0165411865408576,0.100428974845664,0.0165411865408576,0.100428974845664,-1.4168275086227,1.22909694297334
80,62,1,1,4,2,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais urticae","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Morphology","Mass","mg","Both","No","Yes","A","A","B","A","F","G","A","62:A:A:B:F:G:A:A",24,"A","C","62:A:A:C:2",60,42,314.63,27.8023775961697,56,325.76,25.5181033777983,57,296.03,19.9315629091148,60,327.51,27.8854800926934,"No","No","No","No","No","No",315.13,28.3023775961697,326.26,26.0181033777983,296.53,20.4315629091148,328.01,28.3854800926934,315.13,28.3023775961697,326.26,26.0181033777983,296.53,20.4315629091148,328.01,28.3854800926934,0.00661863445600528,0.100513718612747,0.00661863445600528,0.100513718612747,-1.4168275086227,1.22672755511748
81,62,2,1,4,2,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Inachis io","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Morphology","Mass","mg","Both","No","Yes","B","A","B","A","F","G","A","62:B:A:B:F:G:A:A",25,"A","C","62:B:A:C:2",61,30,497.37,54.388849960263,44,515.21,50.4790293092092,42,384.74,39.4029034463198,24,285.87,55.1625090074772,"No","No","No","No","No","No",497.87,54.888849960263,515.71,50.9790293092092,385.24,39.9029034463198,286.37,55.6625090074772,497.87,54.888849960263,515.71,50.9790293092092,385.24,39.9029034463198,286.37,55.6625090074772,-0.0331787428913834,0.102456876802701,-0.0331787428913834,0.102456876802701,-1.4168275086227,1.17347328137414
82,62,3,1,4,2,"S. R. Bryant","Comparison Of Development And Growth Of Nettle-Feeding Larvae Of Nymphalidae (Lepidoptera) Under Constant And Alternating Temperature Regimes",1999,"European Journal Of Entomology",1.13,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia c-album","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",15,15,25,25,"T2",10,"Alternating","1","Day","NA","NA","NA","Morphology","Mass","mg","Both","No","Yes","C","A","B","A","F","G","A","62:C:A:B:F:G:A:A",26,"A","C","62:C:A:C:2",62,47,351.11,25.1602523834718,50,358.81,19.5868578388674,40,306.62,19.9855948122642,24,274.87,27.5322647088829,"No","No","No","No","No","No",351.61,25.6602523834718,359.31,20.0868578388674,307.12,20.4855948122642,275.37,28.0322647088829,351.61,25.6602523834718,359.31,20.0868578388674,307.12,20.4855948122642,275.37,28.0322647088829,-0.0130785821603691,0.10071884283981,-0.0130785821603691,0.10071884283981,-1.4168275086227,1.22100890333924
